source_row_id,manufacturer,part_number,source_name,install_time_hours,source_weight_lb,weight_status,package_length,package_width,package_height,product_url,source_document,source_date,source_archive_locator,intake_status,category_candidate,runtime_candidate,notes
westcan-2026-07-21-row-0012,Westcan Manufacturing,10-1045,Solid Behind Second Row Partition 07-24 Sprinter Hr G2,2.0,71,published,70 in,27 in,8 in,https://shop.westcanmanufacturing.com/product/solid-behind-second-row-partition-07-24-sprinter-hr-g2/,WestcanList_2026-07-21(1).xlsx,2026-07-21,slate-engineering-source-archive/westcan-products/WestcanList_2026-07-21.xlsx,source_registered,partition,future_review,
westcan-2026-07-21-row-0013,Westcan Manufacturing,10-1046,Solid Fixed Partiton G2 07-24 Sprinter Standard Roof,2.0,,unavailable_blank,70 in,27 in,8 in,https://shop.westcanmanufacturing.com/product/solid-fixed-partiton-g2-07-24-sprinter-standard-roof/,WestcanList_2026-07-21(1).xlsx,2026-07-21,slate-engineering-source-archive/westcan-products/WestcanList_2026-07-21.xlsx,source_registered,unknown,future_review,
westcan-2026-07-21-row-0014,Westcan Manufacturing,10-1047,Fixed Perforated Partition G2 07-24 Sprinter Standard Roof,2.0,58,published,70 in,28 in,6 in,https://shop.westcanmanufacturing.com/product/fixed-perforated-partition-g2-07-24-sprinter-standard-roof/,WestcanList_2026-07-21(1).xlsx,2026-07-21,slate-engineering-source-archive/westcan-products/WestcanList_2026-07-21.xlsx,source_registered,partition,future_review,
westcan-2026-07-21-row-0015,Westcan Manufacturing,10-1048,Perforated Fixed Partition G2 07-24 Sprinter High Roof,2.0,71,published,70 in,27 in,8 in,https://shop.westcanmanufacturing.com/product/perforated-fixed-partition-g2-07-24-sprinter-high-roof/,WestcanList_2026-07-21(1).xlsx,2026-07-21,slate-engineering-source-archive/westcan-products/WestcanList_2026-07-21.xlsx,source_registered,partition,future_review,
westcan-2026-07-21-row-0016,Westcan Manufacturing,10-1049,Driver Side Only Partition 07-24 Sprinter Standard Roof,1.0,35,published,61 in,26 in,4 in,https://shop.westcanmanufacturing.com/product/driver-side-only-partition-07-24-sprinter-standard-roof/,WestcanList_2026-07-21(1).xlsx,2026-07-21,slate-engineering-source-archive/westcan-products/WestcanList_2026-07-21.xlsx,source_registered,partition,future_review,
westcan-2026-07-21-row-0017,Westcan Manufacturing,10-1050,Passenger Side Only Partition 07-24 Sprinter Standard Roof,1.0,35,published,61 in,26 in,4 in,https://shop.westcanmanufacturing.com/product/passenger-side-only-partition-07-24-sprinter-standard-roof/,WestcanList_2026-07-21(1).xlsx,2026-07-21,slate-engineering-source-archive/westcan-products/WestcanList_2026-07-21.xlsx,source_registered,partition,future_review,
westcan-2026-07-21-row-0018,Westcan Manufacturing,10-1051,Solid Fixed Contoured Partitio 07-24 Sprinter Standard Roof,2.0,68,published,65 in,30 in,9 in,https://shop.westcanmanufacturing.com/product/solid-fixed-contoured-partitio-07-24-sprinter-standard-roof/,WestcanList_2026-07-21(1).xlsx,2026-07-21,slate-engineering-source-archive/westcan-products/WestcanList_2026-07-21.xlsx,source_registered,unknown,future_review,
westcan-2026-07-21-row-0019,Westcan Manufacturing,10-1052,Solid Fixed Contoured Partition 07-24 Sprinter Hr,2.0,68,published,65 in,30 in,9 in,https://shop.westcanmanufacturing.com/product/solid-fixed-contoured-partition-07-24-sprinter-hr/,WestcanList_2026-07-21(1).xlsx,2026-07-21,slate-engineering-source-archive/westcan-products/WestcanList_2026-07-21.xlsx,source_registered,partition,future_review,
westcan-2026-07-21-row-0020,Westcan Manufacturing,10-1053,Perforated Contoured Partition 07-24 Sprinter Standard Roof,2.0,68,published,65 in,30 in,9 in,https://shop.westcanmanufacturing.com/product/perforated-contoured-partition-07-24-sprinter-standard-roof/,WestcanList_2026-07-21(1).xlsx,2026-07-21,slate-engineering-source-archive/westcan-products/WestcanList_2026-07-21.xlsx,source_registered,partition,future_review,
westcan-2026-07-21-row-0021,Westcan Manufacturing,10-1054,Perforated Contoured Partition 07-24 Sprinter High Roof,2.0,68,published,65 in,30 in,9 in,https://shop.westcanmanufacturing.com/product/perforated-contoured-partition-07-24-sprinter-high-roof/,WestcanList_2026-07-21(1).xlsx,2026-07-21,slate-engineering-source-archive/westcan-products/WestcanList_2026-07-21.xlsx,source_registered,partition,future_review,
westcan-2026-07-21-row-0022,Westcan Manufacturing,10-1055,Solid Behind Second Row Partiton 07-24 Standard Roof,2.0,71,published,70 in,27 in,8 in,https://shop.westcanmanufacturing.com/product/solid-behind-second-row-partiton-07-24-standard-roof/,WestcanList_2026-07-21(1).xlsx,2026-07-21,slate-engineering-source-archive/westcan-products/WestcanList_2026-07-21.xlsx,source_registered,unknown,future_review,
westcan-2026-07-21-row-0023,Westcan Manufacturing,10-1056,Perforated Behind Second Row Partiton 07-24 Sprinter Stnd R,2.0,71,published,70 in,27 in,8 in,https://shop.westcanmanufacturing.com/product/perforated-behind-second-row-partiton-07-24-sprinter-stnd-r/,WestcanList_2026-07-21(1).xlsx,2026-07-21,slate-engineering-source-archive/westcan-products/WestcanList_2026-07-21.xlsx,source_registered,unknown,future_review,
westcan-2026-07-21-row-0024,Westcan Manufacturing,10-1057,Perforated Behind Second Row Partiton 07-24 Sprinter Hr G2,2.0,71,published,70 in,27 in,8 in,https://shop.westcanmanufacturing.com/product/perforated-behind-second-row-partiton-07-24-sprinter-hr-g2/,WestcanList_2026-07-21(1).xlsx,2026-07-21,slate-engineering-source-archive/westcan-products/WestcanList_2026-07-21.xlsx,source_registered,unknown,future_review,
westcan-2026-07-21-row-0025,Westcan Manufacturing,10-3001,"Shelving End Panel Kit 07+ SPRINTER 17""D X 58""H",0.4,24,published,59 in,18 in,3 in,https://shop.westcanmanufacturing.com/product/shelving-end-panel-kit-07-sprinter-17d-x-58h/,WestcanList_2026-07-21(1).xlsx,2026-07-21,slate-engineering-source-archive/westcan-products/WestcanList_2026-07-21.xlsx,source_registered,shelving,future_review,
westcan-2026-07-21-row-0026,Westcan Manufacturing,10-3001-88,"Shelving End Panel Kit Bulk Buy 07+sprint 17""D X 58""H",0.4,24,published,59 in,18 in,3 in,https://shop.westcanmanufacturing.com/product/shelving-end-panel-kit-bulk-buy-07sprint-17d-x-58h/,WestcanList_2026-07-21(1).xlsx,2026-07-21,slate-engineering-source-archive/westcan-products/WestcanList_2026-07-21.xlsx,source_registered,shelving,future_review,
westcan-2026-07-21-row-0027,Westcan Manufacturing,10-3002,"Shelving End Panel Kit 07+ SPRINTER 17-1/4""D X 62""H",0.4,26,published,63 in,18 in,3 in,https://shop.westcanmanufacturing.com/product/shelving-end-panel-kit-07-sprinter-17-1-4d-x-62h/,WestcanList_2026-07-21(1).xlsx,2026-07-21,slate-engineering-source-archive/westcan-products/WestcanList_2026-07-21.xlsx,source_registered,shelving,future_review,
westcan-2026-07-21-row-0028,Westcan Manufacturing,10-3002-88,"Shelving End Panel Kit Bulk Buy 07+sprint17.5""Dx62""H",0.4,26,published,63 in,18 in,3 in,https://shop.westcanmanufacturing.com/product/shelving-end-panel-kit-bulk-buy-07sprint17-5dx62h/,WestcanList_2026-07-21(1).xlsx,2026-07-21,slate-engineering-source-archive/westcan-products/WestcanList_2026-07-21.xlsx,source_registered,shelving,future_review,
westcan-2026-07-21-row-0029,Westcan Manufacturing,10-3003,"Shelving End Panel Kit 07+ Sprinter 17-1/4""D X 72""H",0.4,27,published,73 in,18 in,3 in,https://shop.westcanmanufacturing.com/product/shelving-end-panel-kit-07-sprinter-17-1-4d-x-72h/,WestcanList_2026-07-21(1).xlsx,2026-07-21,slate-engineering-source-archive/westcan-products/WestcanList_2026-07-21.xlsx,source_registered,shelving,future_review,
westcan-2026-07-21-row-0030,Westcan Manufacturing,10-3003-88,"Shelving End Panel Kit Bulk Buy 07+sprint17.25""Dx72""H",0.4,27,published,73 in,18 in,3 in,https://shop.westcanmanufacturing.com/product/shelving-end-panel-kit-bulk-buy-07sprint17-25dx72h/,WestcanList_2026-07-21(1).xlsx,2026-07-21,slate-engineering-source-archive/westcan-products/WestcanList_2026-07-21.xlsx,source_registered,shelving,future_review,
westcan-2026-07-21-row-0031,Westcan Manufacturing,10-6401,"Interior Wall Liner Kit 07-24sprinter 170""wb High Roof",1.0,97,published,76 in,49 in,2 in,https://shop.westcanmanufacturing.com/product/interior-wall-liner-kit-07-24sprinter-170wb-high-roof/,WestcanList_2026-07-21(1).xlsx,2026-07-21,slate-engineering-source-archive/westcan-products/WestcanList_2026-07-21.xlsx,source_registered,liner,future_review,
westcan-2026-07-21-row-0032,Westcan Manufacturing,10-6402,"Interior Ceiling Liner Kit 07-24 Sprinter170""wb High Roof",1.0,42,published,54 in,50 in,2 in,https://shop.westcanmanufacturing.com/product/plywood-ceiling-liner-kit-07-sprinter-170-wb-high-roof/,WestcanList_2026-07-21(1).xlsx,2026-07-21,slate-engineering-source-archive/westcan-products/WestcanList_2026-07-21.xlsx,source_registered,liner,future_review,
westcan-2026-07-21-row-0033,Westcan Manufacturing,10-6403,"Interior Wall Liner Kit 07-24SPRINTER 144""WB HIGH ROOF",1.0,64,published,76 in,49 in,2 in,https://shop.westcanmanufacturing.com/product/interior-wall-liner-kit-07-24sprinter-144wb-high-roof/,WestcanList_2026-07-21(1).xlsx,2026-07-21,slate-engineering-source-archive/westcan-products/WestcanList_2026-07-21.xlsx,source_registered,liner,future_review,
westcan-2026-07-21-row-0034,Westcan Manufacturing,10-6404,"Interior Ceiling Liner Kit 07-24sprinter 144""wb High Roof",1.0,36,published,59 in,44 in,3 in,https://shop.westcanmanufacturing.com/product/plywood-ceiling-liner-kit-07-sprinter-144-wb-high-roof/,WestcanList_2026-07-21(1).xlsx,2026-07-21,slate-engineering-source-archive/westcan-products/WestcanList_2026-07-21.xlsx,source_registered,liner,future_review,
westcan-2026-07-21-row-0035,Westcan Manufacturing,10-6405,Rear Swing Door Liner Kit 07-18 SPRINTER HIGH ROOF,0.3,11,published,48 in,30 in,2 in,https://shop.westcanmanufacturing.com/product/rear-swing-door-liner-kit-07-18-sprinter-high-roof/,WestcanList_2026-07-21(1).xlsx,2026-07-21,slate-engineering-source-archive/westcan-products/WestcanList_2026-07-21.xlsx,source_registered,liner,future_review,
westcan-2026-07-21-row-0036,Westcan Manufacturing,10-6406,Sliding Door Liner Kit P/side 07-24 SPRINTER HIGH ROOF,0.3,12,published,55 in,44 in,2 in,https://shop.westcanmanufacturing.com/product/sliding-door-liner-kit-p-side-07-24-sprinter-high-roof/,WestcanList_2026-07-21(1).xlsx,2026-07-21,slate-engineering-source-archive/westcan-products/WestcanList_2026-07-21.xlsx,source_registered,liner,future_review,
westcan-2026-07-21-row-0037,Westcan Manufacturing,10-6407,"Interior Wall Liner Kit 07-24 SPRINTER 170"" EXT WB HR",1.0,106,published,76 in,49 in,2 in,https://shop.westcanmanufacturing.com/product/interior-wall-liner-kit-07-24-sprinter-170-ext-wb-hr/,WestcanList_2026-07-21(1).xlsx,2026-07-21,slate-engineering-source-archive/westcan-products/WestcanList_2026-07-21.xlsx,source_registered,liner,future_review,
westcan-2026-07-21-row-0038,Westcan Manufacturing,10-6408,"Interior Ceiling Liner Kit 07-24sprinter 144""wb Stnd Roof",1.0,42,published,55 in,44 in,3 in,https://shop.westcanmanufacturing.com/product/plywood-ceiling-liner-kit-07-sprinter-144-wb-stnd-roof/,WestcanList_2026-07-21(1).xlsx,2026-07-21,slate-engineering-source-archive/westcan-products/WestcanList_2026-07-21.xlsx,source_registered,liner,future_review,
westcan-2026-07-21-row-0039,Westcan Manufacturing,10-6409,"Plywood Wall Liner Kit 07-24sprinter 144""wb Stnd Roof",1.0,60,published,63 in,49 in,3 in,https://shop.westcanmanufacturing.com/product/plywood-wall-liner-kit-07-sprinter-144-wb-stnd-roof/,WestcanList_2026-07-21(1).xlsx,2026-07-21,slate-engineering-source-archive/westcan-products/WestcanList_2026-07-21.xlsx,source_registered,liner,future_review,
westcan-2026-07-21-row-0040,Westcan Manufacturing,10-6410,Ply Ps Sliding Door Liner Kit 07-24 Sprinter Stnd Roof,0.3,12,published,62 in,31 in,2 in,https://shop.westcanmanufacturing.com/product/ply-ps-sliding-door-liner-kit-07-sprinter-stnd-roof/,WestcanList_2026-07-21(1).xlsx,2026-07-21,slate-engineering-source-archive/westcan-products/WestcanList_2026-07-21.xlsx,source_registered,liner,future_review,
westcan-2026-07-21-row-0041,Westcan Manufacturing,10-6411,Ply Rear Swing Door Liner Kit 07-18 Sprinter Stnd Roof,0.3,14,published,57 in,29 in,2 in,https://shop.westcanmanufacturing.com/product/ply-rear-swing-door-liner-kit-07-18-sprinter-stnd-roof/,WestcanList_2026-07-21(1).xlsx,2026-07-21,slate-engineering-source-archive/westcan-products/WestcanList_2026-07-21.xlsx,source_registered,liner,future_review,
westcan-2026-07-21-row-0042,Westcan Manufacturing,10-6412,"Interior Ceiling Liner Kit 07-24 SPRINTER 170"" EXT WB HR",0.3,16,published,54 in,48 in,3 in,https://shop.westcanmanufacturing.com/product/interior-ceiling-liner-kit-07-24-sprinter-170-ext-wb-hr/,WestcanList_2026-07-21(1).xlsx,2026-07-21,slate-engineering-source-archive/westcan-products/WestcanList_2026-07-21.xlsx,source_registered,liner,future_review,
westcan-2026-07-21-row-0043,Westcan Manufacturing,10-6414,"Interior Wall Liner Dualslider 07-24SPRINTER170""EWB HIGH ROOF",1.0,75,published,76 in,49 in,2 in,https://shop.westcanmanufacturing.com/product/interior-wall-liner-dualslider-07-24sprinter170ewb-high-roof/,WestcanList_2026-07-21(1).xlsx,2026-07-21,slate-engineering-source-archive/westcan-products/WestcanList_2026-07-21.xlsx,source_registered,liner,future_review,
westcan-2026-07-21-row-0044,Westcan Manufacturing,10-6415,Conduit Cover Trim Kit 07+ SPRINTER HIGH ROOF,.5,13,published,56 in,4 in,4 in,https://shop.westcanmanufacturing.com/product/conduit-cover-trim-kit-07-sprinter-high-roof/,WestcanList_2026-07-21(1).xlsx,2026-07-21,slate-engineering-source-archive/westcan-products/WestcanList_2026-07-21.xlsx,source_registered,unknown,future_review,
westcan-2026-07-21-row-0045,Westcan Manufacturing,10-6416,"Phenolic Floor Liner Kit 07-24 Spri 144"" Wb Single Rear",1.0,98,published,70 in,49 in,3 in,https://shop.westcanmanufacturing.com/product/phenolic-floor-liner-kit-07-spri-144wb-single-rear-hr/,WestcanList_2026-07-21(1).xlsx,2026-07-21,slate-engineering-source-archive/westcan-products/WestcanList_2026-07-21.xlsx,source_registered,liner,future_review,
westcan-2026-07-21-row-0046,Westcan Manufacturing,10-6417,"Floor Liner Kit 07-24 SPRI 170""WB SINGLE REAR",1.0,135,published,70 in,49 in,4 in,https://shop.westcanmanufacturing.com/product/floor-liner-kit-07-24-spri-170wb-single-rear/,WestcanList_2026-07-21(1).xlsx,2026-07-21,slate-engineering-source-archive/westcan-products/WestcanList_2026-07-21.xlsx,source_registered,liner,future_review,
westcan-2026-07-21-row-0047,Westcan Manufacturing,10-6418,"Phenolic Floor Liner Kit 07-24 Spri 170""ext Wb Single",1.0,119,published,69 in,49 in,3 in,https://shop.westcanmanufacturing.com/product/phenolic-floor-liner-kit-07-spri-170extwb-single-hr/,WestcanList_2026-07-21(1).xlsx,2026-07-21,slate-engineering-source-archive/westcan-products/WestcanList_2026-07-21.xlsx,source_registered,liner,future_review,
westcan-2026-07-21-row-0048,Westcan Manufacturing,10-6419,"Phenolic Floor Liner Kit 07-24 Spri 170""ext Wb Dual Rw",1.0,119,published,69 in,49 in,3 in,https://shop.westcanmanufacturing.com/product/phenolic-floor-liner-kit-07-spri-170extwb-dual-hrsrh/,WestcanList_2026-07-21(1).xlsx,2026-07-21,slate-engineering-source-archive/westcan-products/WestcanList_2026-07-21.xlsx,source_registered,liner,future_review,
westcan-2026-07-21-row-0049,Westcan Manufacturing,10-6420,"Phenolic Floor Liner Kit 07-24 Sprinter 144"" Wb Dual Rw",1.0,99,published,71 in,48 in,3 in,https://shop.westcanmanufacturing.com/product/phenolic-floor-liner-kit-07-sprinter-144-wb-dual-hr/,WestcanList_2026-07-21(1).xlsx,2026-07-21,slate-engineering-source-archive/westcan-products/WestcanList_2026-07-21.xlsx,source_registered,liner,future_review,
westcan-2026-07-21-row-0050,Westcan Manufacturing,10-6421,"Phenolic Floor Liner Kit 07-18 Spri 170"" Wb Dual Rw",1.0,119,published,69 in,49 in,3 in,https://shop.westcanmanufacturing.com/product/phenolic-floor-liner-kit-07-spri-170-wb-dual-hrshr/,WestcanList_2026-07-21(1).xlsx,2026-07-21,slate-engineering-source-archive/westcan-products/WestcanList_2026-07-21.xlsx,source_registered,liner,future_review,
westcan-2026-07-21-row-0051,Westcan Manufacturing,10-6424,"Floor Liner Kit 19-24 Sprinter 170""wb Dual Rw",,119,published,49 in,70 in,4 in,https://shop.westcanmanufacturing.com/product/phenolic-floor-liner-kit-19-sprinter-170wb-dual-wheel/,WestcanList_2026-07-21(1).xlsx,2026-07-21,slate-engineering-source-archive/westcan-products/WestcanList_2026-07-21.xlsx,needs_review,liner,future_review,
westcan-2026-07-21-row-0052,Westcan Manufacturing,10-6425,Rear Swing Door Liner Kit 19-24 SPRINTER HIGH & SH ROOF,0.3,12,published,55 in,44 in,2 in,https://shop.westcanmanufacturing.com/product/rear-swing-door-liner-kit-19-24-sprinter-high-sh-roof/,WestcanList_2026-07-21(1).xlsx,2026-07-21,slate-engineering-source-archive/westcan-products/WestcanList_2026-07-21.xlsx,source_registered,liner,future_review,
westcan-2026-07-21-row-0053,Westcan Manufacturing,10-6426,Rear Swing Door Liner Kit 19-24 Sprinter Stnd Roof,,12,published,47 in,32 in,2 in,https://shop.westcanmanufacturing.com/product/ply-rear-swing-door-liner-kit-19-sprinter-stnd-roof/,WestcanList_2026-07-21(1).xlsx,2026-07-21,slate-engineering-source-archive/westcan-products/WestcanList_2026-07-21.xlsx,needs_review,liner,future_review,
westcan-2026-07-21-row-0054,Westcan Manufacturing,10-6429,"Phenolic Floor Liner Kit 07-24 Spri 170""ext Wb Ssrw",1.0,135,published,70 in,49 in,4 in,https://shop.westcanmanufacturing.com/product/phenolic-floor-liner-kit-07-spri-170170ext-wb-ssrw/,WestcanList_2026-07-21(1).xlsx,2026-07-21,slate-engineering-source-archive/westcan-products/WestcanList_2026-07-21.xlsx,source_registered,liner,future_review,
westcan-2026-07-21-row-0055,Westcan Manufacturing,10-6430,"Phenolic Floor Liner Kit 19-24 Spri 170"" Wb Ssrw",1.0,135,published,70 in,49 in,4 in,https://shop.westcanmanufacturing.com/product/phenolic-floor-liner-kit-19-spri-170170ext-wb-ssrw/,WestcanList_2026-07-21(1).xlsx,2026-07-21,slate-engineering-source-archive/westcan-products/WestcanList_2026-07-21.xlsx,source_registered,liner,future_review,
westcan-2026-07-21-row-0056,Westcan Manufacturing,10-6431,"Phenolic Floor Liner Kit 19-24 Spri 144"" Wb Ssrw",1.0,135,published,70 in,49 in,4 in,https://shop.westcanmanufacturing.com/product/phenolic-floor-liner-kit-19-spri-144-wb-ssrw/,WestcanList_2026-07-21(1).xlsx,2026-07-21,slate-engineering-source-archive/westcan-products/WestcanList_2026-07-21.xlsx,source_registered,liner,future_review,
westcan-2026-07-21-row-0057,Westcan Manufacturing,1002500,Smooth Rail Caps 01-07 Silv/sierra L/box&amp;dually,0.5,34,published,102 in,9 in,7 in,https://shop.westcanmanufacturing.com/product/smooth-rail-caps-01-07-silv-sierra-l-box-dually/,WestcanList_2026-07-21(1).xlsx,2026-07-21,slate-engineering-source-archive/westcan-products/WestcanList_2026-07-21.xlsx,source_registered,exterior,future_review,
westcan-2026-07-21-row-0058,Westcan Manufacturing,1002500-01,Smooth Rail Caps Black 01-07 Silv/sierra L/box&amp;dually,0.5,34,published,102 in,9 in,7 in,https://shop.westcanmanufacturing.com/product/smooth-rail-caps-black-01-07-silv-sierra-l-boxdually/,WestcanList_2026-07-21(1).xlsx,2026-07-21,slate-engineering-source-archive/westcan-products/WestcanList_2026-07-21.xlsx,source_registered,exterior,future_review,
westcan-2026-07-21-row-0059,Westcan Manufacturing,1002501,Smooth Rail Caps 99-06 Silver/sierra S/box,0.3,23,published,84 in,9 in,7 in,https://shop.westcanmanufacturing.com/product/smooth-rail-caps-99-06-silver-sierra-s-box/,WestcanList_2026-07-21(1).xlsx,2026-07-21,slate-engineering-source-archive/westcan-products/WestcanList_2026-07-21.xlsx,source_registered,exterior,future_review,
westcan-2026-07-21-row-0060,Westcan Manufacturing,1002501-01,Smooth Rail Caps Black 99-06 Silver/sierra S/box,0.3,23,published,84 in,9 in,7 in,https://shop.westcanmanufacturing.com/product/smooth-rail-caps-black-99-06-silver-sierra-s-box/,WestcanList_2026-07-21(1).xlsx,2026-07-21,slate-engineering-source-archive/westcan-products/WestcanList_2026-07-21.xlsx,source_registered,exterior,future_review,
westcan-2026-07-21-row-0061,Westcan Manufacturing,1002502,Smooth Rail Caps 99-06 Silverado/sierra Xs/box,0.3,28,published,83 in,9 in,7 in,https://shop.westcanmanufacturing.com/product/smooth-rail-caps-99-06-silverado-sierra-xs-box/,WestcanList_2026-07-21(1).xlsx,2026-07-21,slate-engineering-source-archive/westcan-products/WestcanList_2026-07-21.xlsx,source_registered,exterior,future_review,
westcan-2026-07-21-row-0062,Westcan Manufacturing,1002502-01,Smooth Rail Caps Black 99-06 Silverado/sierra Xs/box,0.3,28,published,83 in,9 in,7 in,https://shop.westcanmanufacturing.com/product/smooth-rail-caps-black-99-06-silverado-sierra-xs-box/,WestcanList_2026-07-21(1).xlsx,2026-07-21,slate-engineering-source-archive/westcan-products/WestcanList_2026-07-21.xlsx,source_registered,exterior,future_review,
westcan-2026-07-21-row-0063,Westcan Manufacturing,1012500,"Smooth Rail Caps 07-13 Silverado L/box 15,25,35",.6,34,published,7 in,9 in,100 in,https://shop.westcanmanufacturing.com/product/smooth-rail-caps-07-13-silverado-sierra-l-box/,WestcanList_2026-07-21(1).xlsx,2026-07-21,slate-engineering-source-archive/westcan-products/WestcanList_2026-07-21.xlsx,source_registered,exterior,future_review,
westcan-2026-07-21-row-0064,Westcan Manufacturing,1012500-01,Smooth Rail Caps Black 07-13 Silverado L/box,.6,34,published,7 in,9 in,100 in,https://shop.westcanmanufacturing.com/product/smooth-rail-caps-black-07-13-silverado-l-box/,WestcanList_2026-07-21(1).xlsx,2026-07-21,slate-engineering-source-archive/westcan-products/WestcanList_2026-07-21.xlsx,source_registered,exterior,future_review,
westcan-2026-07-21-row-0065,Westcan Manufacturing,10125004,Smooth Rail Caps 08-13 Silverado Dually,.6,34,published,7 in,9 in,100 in,https://shop.westcanmanufacturing.com/product/smooth-rail-caps-08-13-silverado-l-box/,WestcanList_2026-07-21(1).xlsx,2026-07-21,slate-engineering-source-archive/westcan-products/WestcanList_2026-07-21.xlsx,source_registered,exterior,future_review,
westcan-2026-07-21-row-0066,Westcan Manufacturing,10125004-01,Smooth Rail Caps Black 08-13 Silverado Dually,.6,34,published,7 in,9 in,100 in,https://shop.westcanmanufacturing.com/product/smooth-rail-caps-black-08-13-silverado-dually/,WestcanList_2026-07-21(1).xlsx,2026-07-21,slate-engineering-source-archive/westcan-products/WestcanList_2026-07-21.xlsx,source_registered,exterior,future_review,
